term_id	annotation_genes	my_method	dhac
851	['838151', '824970', '825208', '826914', '829995', '830101', '831122', '832070', '835398']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]	[3, 4, 6]
847	['838151', '839869', '824699', '825208', '826914', '831122', '834212', '835375', '835398']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]	[3, 4, 5]
40387	['839433', '837974', '838455', '816545', '817221', '818343', '818731', '819107', '820741', '828489', '833471', '835355']	[11, 12, 13, 14, 15, 16, 17, 18, 19]	[15, 16, 17]
8720	['838672', '839642', '841900', '842833', '843747', '844230', '816651', '816692', '818316', '829966']	[4, 5, 6, 7]	[5, 7]
25813	['816546', '817272', '827564', '828577', '832136']	[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]	[15]
25815	['837974', '816545', '821143', '820741', '3770591']	[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]	[12, 13, 15, 16, 17]
155425	['838455', '841843', '841900', '820211', '829283', '831832', '833979']	[32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53]	[42, 43]
1092	['837778', '843596', '843810', '817272', '817646', '825714']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]	[0, 1, 2, 3, 4, 5]
890	['838364', '842985', '843048', '818672', '820211', '822266', '829730']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]	[0, 1, 3, 4, 5]
30372	['837974', '838455', '816545', '817499', '820741', '833471']	[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]	[11, 12, 13, 15, 16, 17]
339	['837265', '837778', '838151', '838364', '839869', '841652', '842103', '842985', '843048', '843903', '844264', '816546', '817646', '818069', '818672', '820211', '821840', '822266', '822517', '824699', '824937', '824970', '825208', '826914', '827001', '827830', '829730', '829995', '830101', '831832', '831122', '832136', '832247', '834212', '835320', '835375', '836043']	[0, 1, 2, 3, 4, 5, 6, 7, 8]	[3, 4]
354	['837265', '838151', '838364', '839869', '841558', '841652', '842103', '842985', '843048', '843903', '844264', '816546', '818069', '818672', '820211', '821840', '822266', '822517', '824699', '824937', '824970', '825208', '826914', '827001', '827830', '829730', '829995', '830101', '831832', '831122', '832070', '832136', '832247', '834212', '835320', '835375', '836043']	[0, 1, 2, 3, 4, 5, 6, 7, 8]	[3, 4]
453	['837778', '841652', '841843', '842985', '843048', '844264', '844343', '816270', '817272', '817646', '818069', '820211', '822266', '825714', '827727', '831861', '831151', '831377', '832057', '833979']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[1, 2, 3, 4]
459	['837778', '841652', '842985', '843048', '844264', '844343', '816270', '817272', '817646', '818069', '820211', '822266', '825714', '827001', '827727', '831861', '831377', '832057']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[1, 2, 3, 4]
386	['839433', '837778', '841843', '843596', '843810', '844343', '816270', '817221', '817272', '817646', '818343', '825714', '827727', '831861', '831151', '831377', '832057', '833979', '834232']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]	[0, 1, 2, 3, 4]
96796	['841447', '841892', '818822', '818899', '818903', '822055', '826914', '829995', '831122', '831472', '831528']	[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]	[29]
735	['838807', '842103', '843903', '822517', '824970', '826914', '827307', '829995', '830101', '831122', '832070', '836043']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]	[3, 4]
780	['837265', '838364', '841652', '842985', '844264', '816546', '818069', '818672', '820211', '821840', '822266', '824699', '824937', '827001', '827830', '829730', '831832', '832136', '832247', '834212']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]	[3, 4]
782	['837265', '838364', '841652', '842985', '843048', '844264', '816546', '818069', '818672', '820211', '821840', '822266', '824937', '827001', '827830', '829730', '831832', '832136', '832247', '834212']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]	[3, 4]
41314	['837974', '816545', '821143', '820741', '3770591', '833471']	[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]	[12, 13, 15, 16, 17]
35799	['837974', '816545', '817499', '820741', '3770591', '833471']	[10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]	[12, 13, 15, 16, 17]
743	['838151', '843903', '824970', '825208', '826914', '829995', '830101', '831122', '832070', '835398']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]	[3, 4, 6]
154219	['817646', '823859', '828489', '831377', '832136', '835355']	[32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45]	[43]
6350	['838151', '839869', '841447', '816768', '818899', '820775', '824699', '825208', '826914', '831122', '832247', '835375', '835398']	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]	[6]
862	['838807', '842103', '824970', '827307', '829995', '830101', '831122', '836043']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]	[3, 4]
103505	['838672', '841468', '841892', '824970', '829995', '830101', '831472', '832070']	[21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]	[29]
25504	['816546', '817272', '827564', '828577', '831832', '832136']	[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]	[15]
778	['837265', '838151', '838364', '841652', '842985', '844264', '816546', '818069', '818672', '821840', '824699', '824937', '827001', '827830', '829730', '831832', '832247', '834212', '835375']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]	[3, 4]
564	['837778', '838364', '841652', '842985', '843048', '844343', '817272', '817646', '820211', '822266', '825714', '827727', '831832', '832136']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	[0, 1, 2, 3, 4]
35584	['837974', '838455', '816545', '817499', '820741', '3770591', '833471']	[10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]	[12, 13, 15, 16, 17]
665	['837778', '843048', '844343', '817272', '817646', '822266', '825714', '832057', '832136']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]	[0, 1, 2, 3, 4]
732	['838807', '841558', '842103', '843903', '822517', '824970', '826914', '827307', '829995', '830101', '831472', '832070', '836043']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]	[3, 4]
295	['839433', '837265', '837778', '838151', '838364', '838807', '839869', '841534', '841558', '841652', '841843', '842103', '842985', '843048', '843596', '843810', '843903', '844264', '844343', '816270', '816546', '817221', '817272', '817646', '818069', '818343', '818672', '820211', '821840', '822266', '822517', '824699', '824937', '824970', '825208', '825714', '826914', '827001', '827727', '827830', '829730', '829995', '830101', '831861', '831832', '831122', '831151', '831377', '831472', '832057', '832070', '832136', '832247', '833979', '834212', '834232', '835320', '835375', '836043']	[0, 1, 2, 3, 4, 5, 6, 7]	[3, 4]
165262	['838455', '841843', '841900', '842985', '820211', '829283', '831832', '831377', '833979']	[35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53]	[42, 43]
162114	['838455', '841843', '841900', '842985', '829283', '831832', '833979']	[34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53]	[42, 43]
478	['837265', '837778', '838151', '838364', '839869', '841652', '842985', '844264', '844343', '816546', '817272', '817646', '818069', '818672', '820211', '822266', '824699', '824937', '825208', '827001', '827727', '831832', '831122', '832057', '832136', '834212', '835375', '835398']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[3, 4]
209	['839392', '838250', '838984', '841467', '841920', '844010', '844283', '816651', '818300', '818899', '820176', '824524', '828213', '828595', '830128', '830157', '835431']	[0, 1, 2]	[0]
779	['837265', '838151', '838364', '841652', '842985', '816546', '818069', '818672', '821840', '824699', '824937', '825208', '827001', '827830', '829730', '831832', '831122', '832247', '834212', '835375']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]	[3, 4]
1221	['816270', '831861', '831151', '831377', '833979']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]	[0, 1, 2, 3, 4, 5, 11]
121590	['841468', '816768', '824970', '827001', '829995', '830101', '831472', '831528', '832070']	[24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]	[29]
431	['837265', '837778', '838151', '838364', '839869', '841652', '842985', '843048', '844264', '844343', '816546', '817272', '817646', '818069', '818672', '820211', '822266', '824699', '824937', '825208', '825714', '827001', '827727', '831832', '831122', '832057', '832136', '834212', '835375', '835398']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]	[3, 4]
518	['841558', '843903', '822517', '824970', '826914', '827307', '829995', '830101', '831122', '831472', '832070', '835398', '836043']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[3, 4]
3828	['839433', '839566', '837265', '837778', '837974', '837996', '838151', '838364', '839869', '841534', '841652', '841843', '842985', '843048', '843095', '843596', '843810', '844264', '844343', '816270', '816545', '816546', '817221', '817272', '817499', '817646', '818069', '818343', '818672', '820041', '820211', '822266', '822517', '824699', '824970', '825208', '825714', '826914', '827001', '827727', '829730', '830101', '831861', '831832', '831122', '831151', '831377', '832057', '832070', '832247', '833979', '834212', '834232', '835320', '835375', '836043']	[2, 3, 4, 5]	[3]
6913	['837974', '838455', '817221', '818343', '820741', '833471']	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]	[15, 16, 17]
41824	['837974', '816545', '817499', '818731', '819107', '833471']	[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]	[15, 16, 17, 21, 25]
122209	['841468', '816768', '824970', '827001', '829995', '831472', '831528', '832070']	[24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]	[29]
83907	['837179', '841652', '841984', '829730', '832454', '834212']	[18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34]	[26, 28]
302	['837265', '838151', '838364', '838807', '839869', '841534', '841558', '841652', '842103', '843048', '843903', '816546', '817646', '818069', '818672', '820211', '821840', '822266', '822517', '824699', '824937', '824970', '825208', '826914', '827001', '827307', '827830', '829730', '829995', '830101', '831832', '831122', '831472', '832070', '832136', '832247', '834212', '835320', '835375', '836043']	[0, 1, 2, 3, 4, 5, 6, 7]	[3, 4]
29940	['837974', '838455', '817221', '818343', '818731', '819107', '820741', '833471']	[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]	[15, 16, 17]
242	['839433', '839566', '837265', '837778', '837974', '837996', '838151', '838364', '839869', '841534', '841558', '841652', '841843', '842103', '842985', '843048', '843095', '843596', '843810', '843903', '844264', '844343', '816270', '816545', '816546', '817221', '817272', '817499', '817646', '818069', '818343', '818672', '820041', '820211', '821840', '822266', '822517', '824699', '824937', '824970', '825208', '825714', '826914', '827001', '827307', '827727', '827830', '829730', '829995', '830101', '831861', '831832', '831122', '831151', '831377', '831472', '832057', '832070', '832136', '833979', '834212', '834232', '835320', '835375', '836043']	[0, 1, 2, 3, 4]	[3]
109667	['841447', '841892', '816768', '818822', '818899', '818903', '822055', '826914', '829995', '831122', '831472', '831528', '832070', '832247']	[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]	[29]
207	['839392', '838250', '838984', '841467', '842833', '844230', '844283', '816651', '817174', '818300', '818899', '824524', '828577', '830128', '830157', '831910', '835431', '836393']	[0, 1, 2]	[0]
103504	['838672', '841892', '818899', '824970', '826914', '829995', '830101', '831472', '832070']	[21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]	[29]
467	['837778', '838364', '841652', '842985', '843048', '844264', '844343', '816546', '817272', '817646', '818069', '820211', '822266', '825714', '827001', '827727', '831861', '831832', '832057', '832136', '832247', '834212']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[3, 4]
489	['837778', '838364', '841652', '842985', '843048', '844264', '844343', '816546', '817272', '817646', '818069', '820211', '822266', '825714', '827001', '827727', '831861', '831832', '831377', '832057', '832136', '834212']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[1, 2, 3, 4]
700	['837265', '838151', '838364', '839869', '841652', '842985', '844264', '816546', '818069', '818672', '821840', '824699', '824937', '827001', '827830', '829730', '831832', '832247', '834212', '835375']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]	[3, 4]
148284	['838455', '841843', '841900', '829283', '833979']	[30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53]	[42, 43, 47]
85174	['837179', '841652', '841984', '829730', '832454']	[18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]	[26, 28]
28262	['838362', '838672', '841900', '842833', '844230', '814643', '816651', '818316', '824524', '829966']	[9, 10]	[10]
129483	['838079', '841447', '841652', '816768', '816936', '818822', '826914', '831528', '832247']	[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]	[34]
770	['837265', '838151', '839869', '841652', '844264', '816546', '818069', '818672', '821840', '824699', '824937', '827001', '827830', '829730', '832247', '834212', '835375']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]	[3, 4]
795	['842985', '843048', '817272', '820211', '822266', '831832', '832136']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]	[0, 1, 2, 3, 4]
796	['838364', '842985', '843048', '817272', '820211', '822266', '832136']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]	[0, 1, 2, 3, 4]
7146	['839433', '837974', '817221', '818343', '820741', '833471']	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]	[15, 16, 17]
41499	['837974', '816545', '817221', '817499', '818731', '819107', '833471']	[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]	[15, 16, 17, 21, 25]
13162	['837974', '838455', '817221', '818343', '818731', '820741', '833471']	[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]	[15, 16, 17]
13163	['839433', '837974', '817221', '818343', '818731', '820741', '833471']	[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]	[15, 16, 17]
53532	['837974', '816270', '816545', '817499', '818731', '819107', '833471']	[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]	[16, 17, 21, 25]
96695	['837179', '841652', '841984', '818672', '829730', '832454', '834212']	[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34]	[26, 28]
90315	['841447', '841892', '818822', '818899', '818903', '824970', '826914', '829995', '830101', '831122', '831472', '831528', '832070']	[19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]	[29]
270	['839433', '837265', '837778', '837974', '838151', '838364', '838807', '839869', '841534', '841558', '841652', '841843', '842103', '842985', '843048', '843596', '843810', '843903', '844264', '844343', '816270', '816546', '817221', '817272', '817646', '818069', '818343', '818672', '820211', '821840', '822266', '822517', '824699', '824937', '824970', '825208', '825714', '826914', '827001', '827307', '827727', '827830', '829730', '829995', '830101', '831861', '831832', '831122', '831151', '831377', '831472', '832057', '832070', '832136', '832247', '833979', '834212', '834232', '835320', '835375', '836043']	[0, 1, 2, 3, 4, 5, 6]	[3, 4]
275	['839433', '837265', '837778', '837974', '838151', '838364', '838807', '839869', '841534', '841558', '841652', '841843', '842103', '842985', '843048', '843596', '843810', '843903', '844264', '844343', '816270', '816546', '817221', '817272', '817499', '817646', '818069', '818343', '818672', '820211', '821840', '822266', '822517', '824699', '824937', '824970', '825208', '825714', '826914', '827001', '827307', '827727', '827830', '829730', '829995', '830101', '831861', '831832', '831122', '831151', '831377', '832057', '832070', '832136', '832247', '833979', '834212', '834232', '835320', '835375', '836043']	[0, 1, 2, 3, 4, 5, 6]	[3, 4]
109668	['841447', '841892', '816768', '818822', '818899', '818903', '824970', '826914', '829995', '830101', '831122', '831472', '831528', '832070', '832247']	[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]	[29]
544	['839433', '841843', '843596', '843810', '816270', '817221', '831861', '831151', '831377', '832057', '833979']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	[0, 1, 2, 3, 4, 5]
550	['837778', '843048', '844343', '817272', '817646', '820211', '822266', '825714', '827727', '832057', '832136']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	[0, 1, 2, 3, 4]
691	['837265', '838364', '841652', '842985', '844264', '816546', '818069', '818672', '820211', '821840', '822266', '824699', '824937', '827001', '827830', '829730', '831832', '832136', '832247', '834212', '835375']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]	[3, 4]
694	['837265', '838151', '838364', '841652', '842985', '844264', '816546', '818069', '818672', '820211', '821840', '824699', '824937', '827001', '827830', '829730', '831832', '832136', '832247', '834212', '835375']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]	[3, 4]
699	['837265', '838151', '838364', '839869', '841652', '842985', '816546', '818069', '818672', '821840', '824699', '824937', '825208', '827001', '827830', '829730', '831832', '831122', '832247', '834212', '835375']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]	[3, 4]
16957	['839433', '837974', '817221', '818343', '819107', '820741', '833471']	[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]	[15, 16, 17]
5630	['838672', '841900', '842833', '843747', '844230', '816651', '816692', '818316', '836393']	[3, 4, 5, 6]	[5]
115879	['841447', '841892', '816768', '818822', '818899', '818903', '822055', '824970', '826914', '829995', '830101', '831122', '831472', '831528', '832070', '832247']	[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]	[29]
41061	['837974', '816545', '817499', '818731', '819107', '820741', '3770591', '833471']	[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]	[15, 16, 17]
53097	['837974', '816270', '816545', '817221', '817499', '818731', '819107', '833471']	[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]	[16, 17, 21, 25]
41063	['837974', '816545', '817221', '817499', '818731', '819107', '820741', '833471']	[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]	[15, 16, 17, 21]
771	['837265', '838151', '839869', '841652', '816546', '818069', '818672', '821840', '824699', '824937', '825208', '827001', '827830', '829730', '831122', '832247', '834212', '835375']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]	[3, 4]
128993	['838021', '841843', '841900', '820211', '829283', '831832', '833979']	[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]	[42, 43]
488	['837265', '838151', '838364', '839869', '841652', '842985', '844264', '816546', '818069', '818672', '820211', '821840', '824699', '824937', '825208', '826914', '827001', '827830', '831832', '831122', '832136', '834212', '835375', '835398']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[3, 4]
8715	['838672', '841900', '842833', '843747', '844230', '816651', '816692', '818316', '829966', '836393']	[4, 5, 6]	[5]
36028	['837974', '816545', '820741', '3770591', '833471']	[10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]	[12, 13, 15, 16, 17]
277	['839433', '839566', '837265', '837778', '837974', '837996', '838151', '838364', '838807', '839869', '841534', '841558', '841652', '841843', '842103', '842985', '843048', '843095', '843596', '843810', '843903', '844264', '844343', '816270', '816545', '816546', '817221', '817272', '817499', '817646', '818069', '818343', '818672', '820211', '821840', '822266', '822517', '824699', '824937', '824970', '825208', '825714', '826914', '827001', '827727', '827830', '829730', '829995', '830101', '831861', '831832', '831122', '831151', '831377', '832057', '832070', '832136', '832247', '833979', '834212', '834232', '835320', '835375', '836043']	[0, 1, 2, 3, 4, 5, 6]	[3, 4]
28260	['838672', '838779', '841900', '842833', '843747', '844230', '814643', '816651', '818316', '824524', '829966']	[9, 10]	[10]
56252	['841447', '818822', '826914', '829995', '831528']	[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]	[29, 38, 39, 40]
255	['839433', '839566', '837265', '837778', '837974', '837996', '838151', '838364', '838807', '839869', '841534', '841558', '841652', '841843', '842103', '842985', '843048', '843095', '843596', '843810', '843903', '844264', '844343', '816270', '816545', '816546', '817221', '817272', '817499', '817646', '818069', '818343', '818672', '820211', '821840', '822266', '822517', '824699', '824937', '824970', '825208', '825714', '826914', '827001', '827307', '827727', '827830', '829730', '829995', '830101', '831861', '831832', '831122', '831151', '831377', '831472', '832057', '832070', '832136', '832247', '833979', '834212', '834232', '835320', '835375', '836043']	[0, 1, 2, 3, 4, 5]	[3, 4]
98241	['837179', '841652', '841984', '818672', '829730', '832454']	[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]	[26, 28]
250	['839433', '839566', '837265', '837778', '837974', '837996', '838151', '838364', '839869', '841534', '841652', '841843', '842985', '843048', '843095', '843596', '843810', '844264', '844343', '816270', '816545', '816546', '817221', '817272', '817499', '817646', '818069', '818343', '818672', '820041', '820211', '822266', '822517', '824699', '824970', '825208', '825714', '826914', '827001', '827727', '830101', '831861', '831832', '831122', '831151', '831377', '832057', '832070', '833979', '834212', '834232', '835375', '835398', '836043']	[0, 1, 2, 3, 4, 5]	[3]
540	['839433', '843810', '816270', '817221', '831861', '831151', '831377', '833979', '834232']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	[0, 1, 2, 3, 4, 5]
28109	['837179', '837555', '838151', '839869', '840894', '821840', '824699']	[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]	[10]
5635	['838672', '839642', '841900', '842833', '843747', '844230', '816651', '816692', '818316']	[3, 4, 5, 6, 7]	[5, 7]
6306	['838151', '839869', '841447', '816768', '818300', '818899', '820775', '824699', '825208', '826914', '830101', '831122', '832247', '835375', '835398']	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]	[6]
40954	['837974', '816545', '817499', '818731', '819107', '820741', '3770591', '833471', '835355']	[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]	[15, 16, 17]
40957	['837974', '816545', '817221', '817499', '818731', '819107', '820741', '833471', '835355']	[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]	[15, 16, 17]
49583	['837265', '838151', '841447', '816936', '820775', '822055', '827001', '831122', '835375']	[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]	[28, 33, 34]
1251	['843596', '843810', '825714', '831151', '831377', '833979']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]	[0, 1, 2, 3, 4, 5]
148226	['837974', '816270', '818599', '3770591', '831861', '832057']	[30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]	[32]
928	['843048', '817272', '820211', '825714', '832136']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]	[0, 1, 2, 3, 4]
929	['843048', '817272', '820211', '831832', '832136']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]	[0, 1, 2, 3, 4]
930	['837778', '817272', '820211', '831832', '832136']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]	[0, 1, 2, 3, 4]
41826	['837974', '816545', '818731', '3770591', '833471']	[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]	[15, 16, 17, 26]
25811	['816546', '827564', '828577', '831832', '832136']	[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]	[15, 17, 19]
59705	['843596', '816546', '827564', '828577', '831832', '833979']	[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]	[17, 19]
40843	['837974', '838455', '816545', '817499', '818731', '819107', '820741', '3770591', '833471', '835355']	[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]	[15, 16, 17]
52483	['837974', '816270', '816545', '817221', '817499', '818731', '819107', '820741', '828489', '833471']	[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]	[16, 17, 21]
62105	['837974', '817221', '821143', '823859', '828489']	[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]	[31, 38]
79591	['841447', '816768', '818822', '826914', '831528', '832247']	[17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]	[29, 34, 38, 39]
592	['838807', '841558', '842103', '843903', '822517', '824970', '826914', '827307', '829995', '830101', '831122', '832070', '836043']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	[3, 4]
49474	['837265', '838151', '841447', '816936', '820775', '822055', '827001', '831122', '832247', '835375']	[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43]	[28, 33, 34]
6490	['843048', '817272', '820211', '831832', '832136', '834286']	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]	[3, 4]
6494	['837778', '817272', '820211', '831832', '832136', '834286']	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]	[3, 4]
41313	['837974', '816545', '818731', '820741', '3770591', '833471']	[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]	[15, 16, 17]
16627	['839433', '837974', '817221', '818343', '818731', '819107', '820741', '833471', '835355']	[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]	[15, 16, 17]
